conference2-AUBB8KU9XV2R8,3
scratchpad3-AAWKOMPUB02SL,3
andrew3-A3M8JA9XN1J04B,2
andrew2-A3774HPOUKYTX7,3
andrew2-AYYSG3O9FNU15,3
andrew3-AUUAFG5DUF89I,3
andrew1-AYYSG3O9FNU15,3
scratchpad3-A19G248ZRHWWHT,3
scratchpad1-AQ4PB1PVI9U7V,0
andrew3-AUBB8KU9XV2R8,2
conference3-A20QZAISR4DREU,1
scratchpad2-ADAIY3ZVOWQFB,3
conference2-A3UIDFZ7IUOTUO,1
andrew3-A3VOMP0WOJTB4I,3
andrew3-APPZP50E4IOWJ,3
andrew3-ADWDNBND4BW94,1
scratchpad1-A2NXDGNJXC6KFJ,2
conference3-A3SIR6994WP6V,2
scratchpad1-A3OBNRL82QL59X,1
conference3-AUUAFG5DUF89I,2
andrew2-A2TDLLB8JTZGBN,1
conference1-A3VOMP0WOJTB4I,3
conference3-A3VOMP0WOJTB4I,3
conference3-APWBUB0PDRLS5,3
conference1-APPZP50E4IOWJ,2
scratchpad3-A19HCBT1EH8484,1
scratchpad2-A19G248ZRHWWHT,3
andrew2-A2JCK494NV7TFX,3
andrew1-AQ4PB1PVI9U7V,3
scratchpad1-A1U58BHNI9ECGV,1
conference2-A3SIR6994WP6V,1
scratchpad2-AJMWITY1XT7H7,3
conference3-A1ULLPIT6EU99K,0
scratchpad2-AVNQIYIWOFMIR,3
andrew2-A2Z5XEQNW13NUJ,2
conference1-A1P41PED1FXROE,3
scratchpad3-A3UUTFA63Y9TPX,2
andrew1-AK467M5VTG7N4,1
conference1-A1U7AAKEZ4YXZD,3
conference3-A3OIP9UQMPXZ69,3
scratchpad2-AEDV0CBBPU0RE,3
scratchpad2-A30ZBG4SIBCC2A,3
conference1-A2VG4MJ15ZYDEH,2
andrew1-A10XYFXQYJKBXF,2
andrew2-A26GD7O74RXO5U,3
scratchpad2-A3774HPOUKYTX7,3
conference1-AQ4PB1PVI9U7V,3
conference3-A31A4YKVSOYRVS,1
scratchpad2-A2RFAD589KQRX5,2
conference2-A1P41PED1FXROE,3
conference2-A3IT3XD8AROSP4,2
conference1-ADWDNBND4BW94,2
scratchpad3-A3VOMP0WOJTB4I,1
andrew3-A2SMAZGQOV2IAU,3
conference3-A22R2NKWSYZ0KU,2
conference1-A19DY2RQN6EJAC,2
conference1-A21D1EVLIOKUKO,3
conference1-A3IT3XD8AROSP4,2
andrew2-A3VOMP0WOJTB4I,3
andrew1-AAKL8L5X64LWD,3
andrew1-AEDV0CBBPU0RE,3
conference3-A3IT3XD8AROSP4,2
scratchpad3-A2GY4KKNZ73T5B,3
conference3-A27I79P03I0ZPO,3
andrew3-AQ4PB1PVI9U7V,3
andrew1-A19HCBT1EH8484,3
conference1-A2SWQM5X54P1O5,2
conference1-A2HJGKYASNAKK9,3
conference2-A3422FS8PT4NQC,2
conference3-A26M2B8NZVKWTZ,3
conference1-A2JD57WFHSBOST,3
conference3-A2DNSD743W4OC2,0
conference3-AQ4PB1PVI9U7V,3
andrew3-A19HCBT1EH8484,3
andrew2-A30ZBG4SIBCC2A,3
conference3-A1P41PED1FXROE,3
conference3-A1BUBB41AO8TZ9,2
scratchpad1-A2GY4KKNZ73T5B,2
scratchpad3-AQ4PB1PVI9U7V,1
conference3-A19HCBT1EH8484,3
andrew3-A30ZBG4SIBCC2A,3
conference2-AP51OABHKXJCO,1
scratchpad1-A19HCBT1EH8484,0
conference2-A3VOMP0WOJTB4I,3
conference1-AUBB8KU9XV2R8,3
conference2-A2SMAZGQOV2IAU,3
conference2-ADWDNBND4BW94,2
scratchpad3-ADAIY3ZVOWQFB,3
conference2-A19HCBT1EH8484,3
andrew1-A30ZBG4SIBCC2A,3
scratchpad3-A2NXDGNJXC6KFJ,3
scratchpad3-AJMWITY1XT7H7,3
andrew3-A3SIR6994WP6V,1
scratchpad1-A19G248ZRHWWHT,2
scratchpad2-A2TUNPP2GOQ1N3,0
andrew2-A2QBY47K90M99E,3
conference2-AYYSG3O9FNU15,3
scratchpad3-A3SW1BXR31CZY0,3
andrew2-A372F1FDPWXBY3,3
andrew1-A2QNKWLPEIFZ2J,3
andrew1-AMD1LYNQAH3R8,2
conference3-A26GD7O74RXO5U,2
scratchpad1-A2TOWO0Q1ZJF4H,2
conference1-A3SIR6994WP6V,3
conference2-A24QX49QCFKLDH,3
andrew1-A1ULLPIT6EU99K,0
andrew1-A1SVUNEZBEG1X8,3
andrew2-A19HCBT1EH8484,3
scratchpad3-AEDV0CBBPU0RE,3
conference1-A6LUA3WLPQ7OG,2
scratchpad2-A80PZ8RASZZJI,3
andrew3-A1ULLPIT6EU99K,0
scratchpad2-A19HCBT1EH8484,1
conference2-A20QZAISR4DREU,1
scratchpad1-A3VOMP0WOJTB4I,0
scratchpad2-A1YX741QQSMKPS,0
andrew2-AUUAFG5DUF89I,1
conference1-A20QZAISR4DREU,1
scratchpad3-A1JMINVUZ2AOZR,2
andrew3-A1DCA3FSX06H6F,3
andrew2-A1S8DYWNS59XWB,3
andrew2-A22QVNPVZ06RPI,3
andrew3-A208MTGA7V29TP,3
